Size: 100k 
1.1,4.756,2.532,1.681,1.326,1.318,
1.2,2.355,2.295,2.099,2.030,1.968,
1.3,3.429,3.284,3.176,3.333,3.623,
1.4,4.406,4.607,4.567,4.676,4.650,
1.5,6.204,6.035,5.987,6.733,6.932,
1.6,8.538,7.527,7.568,7.406,8.413,
1.7,9.642,10.133,10.150,9.699,9.325,
1.8,11.040,11.634,12.090,11.833,11.421,
1.9,13.295,13.146,13.756,13.339,13.667,
2.0,14.843,14.473,14.405,14.640,15.129,
2.1,16.886,16.082,16.953,16.701,16.616,
2.2,18.253,16.168,17.355,17.086,16.415,
2.3,19.481,19.141,18.536,18.255,18.818,
2.4,19.276,20.954,20.924,21.000,17.968,
2.5,20.963,22.192,21.921,21.091,22.866,
