
100000,3.822,1.706,7.099,1.491,1.715,
200000,2.661,2.741,2.498,2.520,2.797,
300000,4.374,4.184,4.239,4.919,4.317,
400000,6.712,6.302,5.236,6.886,6.340,
500000,9.006,9.193,9.269,10.388,9.255,
600000,12.128,13.652,14.214,13.565,12.785,
700000,18.181,17.773,16.902,15.838,17.390,
800000,22.731,24.679,23.792,24.425,20.947,
900000,28.715,29.424,28.585,27.839,29.561,
1000000,37.749,39.200,33.441,39.227,33.808,
