Size: 1000k 
1.1,19.586,17.265,17.090,17.461,17.321,
1.2,59.926,51.864,55.197,49.561,46.244,
1.3,105.242,89.235,111.698,143.227,97.666,
1.4,123.212,129.703,122.175,129.472,129.734,
1.5,181.833,158.718,156.972,151.681,157.252,
1.6,190.176,182.599,203.787,365.434,202.723,
1.7,274.636,356.430,280.979,227.991,234.202,
1.8,271.080,388.294,285.199,362.678,273.644,
1.9,298.060,394.028,393.042,287.994,354.811,
2.0,336.813,397.723,374.312,406.191,370.445,
2.1,390.353,494.590,357.034,489.192,572.589,
2.2,397.387,432.194,381.884,776.398,416.770,
2.3,574.719,423.831,430.032,598.990,424.599,
2.4,497.623,457.597,508.187,623.565,426.424,
2.5,474.262,506.902,548.304,482.398,522.227,
