
100000,4.786,2.318,1.771,1.605,1.503,
200000,2.524,2.570,2.599,2.559,2.934,
300000,4.142,4.385,4.300,4.248,4.311,
400000,5.962,6.064,5.992,6.443,5.920,
500000,9.931,9.863,9.020,8.953,9.270,
600000,13.682,13.262,13.753,11.446,14.114,
700000,16.677,13.632,16.780,18.719,15.414,
800000,21.398,21.292,22.411,21.339,22.003,
900000,28.555,25.315,25.705,29.795,25.764,
1000000,34.318,34.855,35.075,33.318,34.266,
