
100000,4.206,3.079,2.444,3.264,2.424,
200000,6.250,6.392,5.724,5.652,5.649,
300000,11.175,11.068,10.872,11.096,11.230,
400000,17.557,17.023,17.414,17.423,17.562,
500000,26.803,33.150,26.779,27.896,26.997,
600000,39.306,37.056,38.612,38.711,38.343,
700000,52.592,52.150,51.064,52.182,52.360,
800000,66.733,79.525,71.390,67.410,68.586,
900000,83.334,85.700,84.423,83.360,81.513,
1000000,105.867,104.487,102.375,105.714,104.793,
