
1,292.507,324.974,290.698,292.020,301.397,
2,208.288,192.582,171.436,179.435,175.747,
3,135.327,129.061,123.016,127.722,127.404,
4,136.769,136.308,131.312,130.210,126.585,
5,134.259,122.032,129.598,128.867,139.225,
6,130.332,130.702,138.748,122.688,132.105,
7,130.359,130.615,123.470,125.686,126.225,
8,125.752,131.404,146.515,131.742,133.242,
9,133.567,127.355,119.963,142.968,134.939,
10,124.793,130.233,134.195,127.342,123.744,
11,133.644,120.373,141.723,126.275,146.160,
12,126.629,123.469,123.632,132.455,128.628,
13,135.700,131.767,137.161,130.104,157.032,
14,138.429,130.113,125.847,130.975,125.067,
15,138.166,120.198,126.211,139.316,135.458,
16,133.940,136.321,127.141,135.091,128.607,
17,134.069,131.463,133.274,147.707,128.878,
18,136.538,130.540,125.251,125.530,126.077,
19,131.026,144.554,127.702,147.094,127.907,
20,139.983,146.771,135.959,128.747,127.012,
21,134.892,129.626,127.183,125.667,129.836,
22,130.420,
