
1,47.665,44.420,45.159,42.685,41.719,
2,33.599,33.421,30.627,31.158,30.192,
3,33.276,29.718,29.543,29.910,29.282,
4,30.032,29.050,28.594,28.022,28.709,
5,28.344,28.102,28.162,28.074,27.844,
6,29.064,27.857,28.582,27.406,27.936,
7,31.525,27.946,26.669,28.521,28.035,
8,29.961,27.667,28.642,28.381,28.231,
9,29.055,28.332,28.398,28.325,27.117,
10,29.645,27.868,28.032,26.272,27.029,
11,30.821,26.326,26.274,27.440,28.251,
12,30.725,27.397,30.009,27.701,28.520,
13,30.860,28.359,29.178,27.393,27.094,
14,31.337,28.282,29.716,28.079,28.314,
15,29.859,28.729,28.504,28.011,26.090,
16,29.525,28.254,27.110,28.202,27.683,
17,30.114,28.700,29.599,26.751,27.920,
18,30.748,26.804,27.322,29.519,27.808,
19,29.171,26.357,27.313,27.189,26.427,
20,31.681,28.549,28.415,26.971,27.600,
21,27.504,26.894,27.154,26.347,26.436,
22,28.707,27.022,26.746,26.975,25.803,
23,28.551,27.843,27.131,26.558,26.830,
24,29.645,27.069,25.892,26.272,26.802,
25,27.458,27.131,26.960,26.794,25.426,
26,29.571,26.607,26.904,26.747,26.321,
27,29.543,27.391,27.137,26.865,26.266,
28,29.359,27.335,26.931,26.121,25.510,
29,29.899,27.415,28.331,28.277,26.452,
30,29.246,27.343,26.358,26.865,26.514,
